,loss,psnr_mean,val_loss,val_psnr_mean
0,0.3712262809276581,20.904808044433594,0.30522024631500244,22.727676391601562
1,0.29639190435409546,23.039846420288086,0.29012683033943176,23.042640686035156
2,0.28411638736724854,23.16415786743164,0.2736375033855438,23.303075790405273
3,0.27739933133125305,23.131223678588867,0.28322672843933105,23.04700469970703
4,0.27048930525779724,23.335596084594727,0.2649458646774292,23.463516235351562
5,0.2685946524143219,23.478967666625977,0.265485018491745,23.453685760498047
6,0.2670811116695404,23.50843620300293,0.26025012135505676,23.746578216552734
7,0.26413077116012573,23.637489318847656,0.2880641520023346,23.73274803161621
8,0.26346760988235474,23.68332862854004,0.2580164074897766,23.879560470581055
9,0.25892525911331177,23.799970626831055,0.25875505805015564,23.869773864746094
10,0.2571139335632324,23.91152572631836,0.2545620799064636,23.863319396972656
11,0.25717318058013916,23.893814086914062,0.2541602849960327,23.673362731933594
12,0.255666583776474,23.924198150634766,0.25503429770469666,23.86949920654297
13,0.2563997209072113,23.900785446166992,0.2520501911640167,24.017271041870117
14,0.2539299428462982,24.039358139038086,0.2513927221298218,24.033023834228516
15,0.25304868817329407,24.07512664794922,0.2510797381401062,23.91324806213379
16,0.25340571999549866,24.01720428466797,0.2502244710922241,23.87497901916504
17,0.2517498731613159,24.025901794433594,0.24834419786930084,24.150150299072266
18,0.25108033418655396,24.106801986694336,0.24853044748306274,23.953310012817383
19,0.24922297894954681,24.173078536987305,0.2474796175956726,23.922880172729492
20,0.24953587353229523,24.174753189086914,0.248633474111557,24.27900505065918
21,0.2482871115207672,24.26488494873047,0.2460426539182663,24.00041961669922
22,0.24878071248531342,24.269027709960938,0.24499264359474182,24.328983306884766
23,0.24681659042835236,24.3298282623291,0.24478764832019806,24.134958267211914
24,0.24680489301681519,24.296586990356445,0.2433391660451889,24.02471923828125
25,0.2461850792169571,24.3430118560791,0.24360868334770203,24.496883392333984
26,0.24452920258045197,24.372940063476562,0.24328354001045227,24.062171936035156
27,0.24482135474681854,24.363628387451172,0.24223800003528595,24.41786003112793
28,0.24408990144729614,24.417465209960938,0.2412666529417038,24.30306053161621
29,0.24451664090156555,24.376976013183594,0.24187761545181274,23.804216384887695
30,0.24279329180717468,24.443801879882812,0.24112674593925476,24.447397232055664
31,0.24266375601291656,24.444332122802734,0.24016861617565155,24.467384338378906
32,0.2433502972126007,24.409931182861328,0.2406090497970581,24.458805084228516
33,0.2417999655008316,24.46055793762207,0.23968738317489624,24.590810775756836
34,0.24152205884456635,24.467365264892578,0.24012809991836548,24.36794090270996
